48;MC_PreloadMenu
5;MC_BG_MountainSky
7;MC_BG_CitySky
45;AllThatMatters_fla.SponsorPreloadButton_360
34;apple
33;MC_PreloaderSitelock
15;MC_BG_Mountain1
12;MC_BG_Mountain2
40;AllThatMatters_fla.DevButton_359
27;MC_PreloaderLoadBar
5;MC_BG_MountainSky
7;MC_BG_CitySky
34;apple
40;AllThatMatters_fla.DevButton_359
33;MC_PreloaderSitelock
48;MC_PreloadMenu
45;AllThatMatters_fla.SponsorPreloadButton_360
15;MC_BG_Mountain1
12;MC_BG_Mountain2
27;MC_PreloaderLoadBar
0;Preloader
52;MC_LS_LevelIconLocked
55;AllThatMatters_fla.AccDeleteButton_330
57;MC_DO_Sign
67;AllThatMatters_fla.BL3Button_200
101;MC_Mom
109;MC_LS_LevelIcon
112;MC_KeyMini
114;MC_DO_Kid
117;MC_GS_Sensored
122;MC_Lamp
125;MEM_TobyBaby
128;MC_DO_UFO
132;MC_ElevatorTop
134;MEM_MoarPlease
136;MC_DO_Flower
140;MC_TripleJump
142;MC_DO_Mom
145;MC_MapVertice
177;MC_Kid
183;MC_DesignButton
187;MC_DO_LaserFake
189;MEM_Freedom
205;MC_UL_Interface
221;AllThatMatters_fla.SponsorInGame_60
222;TalkingMoon
224;MC_SpeedUp
227;MEM_Crawler
240;MC_UMO
198;MC_BackImageDisabled
242;MC_FilmNoir
244;MC_DO_Dad
253;MC_Seeker
255;AllThatMatters_fla.BL2Button_199
257;MEM_LoveMe
287;MC_CannonBody
121;MC_LampHead
289;MC_CityMapBig
291;MC_LS_SpecialIcon
294;MC_DO_Heart
296;MC_Wheel
300;MEM_SaveMe
303;AllThatMatters_fla.UserLevelsButton_320
305;MC_DO_PortalFake
307;MC_KillAll
310;AllThatMatters_fla.AccCancelButton_401
317;MC_GravitySwitcher
325;MC_Door
328;MC_FaerieMapSmall
329;MC_BG_City1
331;MC_LS_Hearts
332;MC_BG_City2
350;MC_MM_Buttons
363;MC_BonusLevel3Pop
365;MC_PlatformMid
367;MEM_Acrobatic
371;AllThatMatters_fla.SponsorBonusLevel_52
373;MC_DO_ButtonFake
376;AllThatMatters_fla.OkButton_325
378;MEM_AnHour
380;MEM_BrokenHeart
382;MEM_PieceCake
387;MC_PistonDoor
403;MC_VolumeController
405;STORY_Elder
414;MC_ElevatorBody
396;AllThatMatters_fla.BTN_Music_424
416;MEM_FinishIt
443;MC_UserLevelMainLoad
445;MEM_IBelieve
447;MC_DO_LampFake
454;AllThatMatters_fla.BTN_Mute_59
457;STORY_Skip
459;MC_LaserHead
466;AllThatMatters_fla.AllTimeButton_219
484;MC_PauseMenu
490;MC_ProfileBox
493;MEM_Elder
108;MC_HeartIcon
494;MC_MEM_MemoryIconLocked
496;MC_Stone1
502;MC_TitleScreen
504;MC_Stone3
506;MC_Stone2
509;STORY_Feather
511;MC_DO_BlowerFake
513;MEM_ThisGameSucks
518;MC_SpawnDoor
520;MC_Stone4
522;MC_LockedLevel
524;MC_LS_Map
526;MC_MEM_Interface
528;MC_DO_FireTrap
534;MC_Portrait
552;MC_UL_Map
556;MC_BronzeRank
558;MEM_Famous
564;AllThatMatters_fla.SponsorEndMenu_201
479;AllThatMatters_fla.ReplayButton_45
488;AllThatMatters_fla.ProfileButton_329
566;MEM_GoldenBoy
574;MC_BonusLevel1Pop
577;MC_FaerieMapBig
621;MC_SponsorIntro
624;MEM_Newborn
626;MEM_ThirtyMinutes
633;AllThatMatters_fla.LS_UnlockButton_253
483;AllThatMatters_fla.SkipButton_337
635;MEM_Debug
648;MC_BonusInterface
649;MEM_Patient
185;MC_DO_LaserHeadFake
651;MEM_Oldie
343;AllThatMatters_fla.CreditsButton_318
60;MC_DO_Elder
653;MC_DO_Others
551;MC_UserLevelStars
654;MEM_KissMe
657;MC_Flower1
193;MC_BackImage
659;MC_BG_Cave1
662;MC_Flower2
664;MC_Flower3
666;MC_BG_Cave2
667;MEM_Vigilant
671;MC_PlatinumRank
679;MC_Interface
685;MC_UL_EndMenu
688;MC_DO_Key
690;MC_DO_Checkpoint
697;AllThatMatters_fla.FirstPageButton_222
699;MEM_Curious
709;MC_LS_Interface
337;AllThatMatters_fla.PlayButton_316
711;MC_LadderBot
716;MC_DO_Bouncer
722;STORY_MenuButton
725;AllThatMatters_fla.DailyButton_217
727;MC_BG_EmptyMinimap
729;MC_Sign
731;MC_DO_Door
733;MC_Elevator
744;STORY_Wing
748;MC_DO_CannonFake
393;MC_VolumeBar
750;MC_DO_Button
751;MEM_Spoiled
752;MC_MEM_MemoryIcon
340;AllThatMatters_fla.EditorButton_317
754;MEM_FixedHeart
755;MC_MomDad
759;MC_BonusLevel3
761;STORY_Kid
773;MC_BonusLevel2
776;MC_BonusLevel1
777;MEM_GreerElder
779;MC_DO_Elevator
346;AllThatMatters_fla.MoreGamesButton_319
782;AllThatMatters_fla.WeeklyButton_218
785;MC_DO_Text
787;MEM_Sage
789;MC_SignFake
791;MC_CannonBall
806;STORY_Begin
810;AllThatMatters_fla.TwitterButton_126
813;MC_Button
814;MC_Cannon
568;MC_DO_UMO
816;MC_PlatformStart
820;AllThatMatters_fla.SubmitButton_48
827;MC_CannonCloud4
831;MC_MM_Reg
838;MC_CannonCloud3
844;MC_CannonCloud2
849;MC_MM_Account
854;MC_HintBox
860;MC_EndMenu
866;MC_CannonCloud1
868;STORY_Mom
888;MC_UFO
889;MC_CityMapSmall
891;MC_Thing1
893;MC_Thing2
895;MC_Thing3
897;MC_DO_SHOW_SlideDoor
898;MC_Bouncer
901;MC_MountainMapSmall
905;AllThatMatters_fla.CloseHSButton_224
907;MC_Cloud7
911;MC_PistonPlate
913;MC_DO_Obstacle
915;MC_Cloud6
917;MC_LadderTop
919;MC_Cloud5
921;MC_Cloud4
928;STORY_Wall
473;AllThatMatters_fla.ContinueButton_191
124;MC_DO_Baby
930;MC_PistonPlateFake
933;MC_MountainMapBig
935;MC_DO_SpikeTrap
938;STORY_Heart
358;MC_GoldRank
940;MC_Cloud3
942;MC_Cloud2
943;MEM_SidneyHoney
945;MC_Cloud1
958;MC_HighscoresPanel
964;MC_SureBox
965;MEM_NotAgain
966;MEM_GettingUgly
971;MC_Blower
975;MC_MEM_InfoBar
642;AllThatMatters_fla.BTN_Replay_57
853;AllThatMatters_fla.BTN_CloseHint_228
981;MC_SlideDoor
983;MC_DO_Ladder
989;AllThatMatters_fla.TopRateButton_418
1000;MC_SkipMenu
1044;MC_Portal
999;AllThatMatters_fla.DontShowButton_367
1045;MEM_Ubo
708;AllThatMatters_fla.LS_OutroButton_251
1047;MEM_Legenbaby
400;AllThatMatters_fla.BTN_Sound_426
1049;MC_ChainHold
1052;MC_ItemColor
1085;MC_Elder
1086;MC_DO_Thing
1092;STORY_Clock
1096;AllThatMatters_fla.BlogButton_128
1103;MC_BL_EndMenu
1105;MC_Laser
1102;AllThatMatters_fla.HighscoresButton_50
1111;MC_Checkpoint
1113;MC_DO_Stone
1115;MC_UnitArrow
1117;MEM_TenMinutes
362;MC_Heal
956;AllThatMatters_fla.NextButton_226
1119;MC_DO_Cloud
1130;MC_FireTrap
1132;MC_DO_BouncerFake
767;MC_Attractor
704;AllThatMatters_fla.LS_MessageButton_249
1140;MC_MemoryReward
1142;MC_LS_LevelIconBaby
1143;JoyClass
1144;MEM_Trapped
413;MC_ElevatorButtons
1180;MC_Credits
1181;MC_DO_Cannon
1183;MEM_LaserTag
1185;MC_LadderMid
1188;AllThatMatters_fla.NewBackButton_324
1190;MC_TimeSlow
412;AllThatMatters_fla.ElevatorButton_150
349;AllThatMatters_fla.MemoriesButton_321
1192;MEM_Interesting
1196;MC_DO_LeverShow
1225;MC_Baby
1228;MC_Lever
1230;MC_DO_Chain
1232;MEM_BillyKid
1236;MC_DiamondRank
1240;MC_SilverRank
572;MC_Shield
678;AllThatMatters_fla.BTN_Walkthrough_230
646;AllThatMatters_fla.BTN_Pause_58
963;AllThatMatters_fla.AccConfirmButton_402
1243;MC_IntroEffect
1245;MC_BG_FaerieSky
1247;STORY_Baby
1249;MC_BonusLevel2Pop
1160;MC_MM_Sponsor
1252;MC_BG_Faerie1
1255;MC_BG_Faerie2
1257;MC_DO_HeartFake
1258;MC_DO_Lamp
1259;MC_Others1
1261;MC_DO_Wall
1263;MC_SpikeTrap1
1265;MC_DO_Platform
1267;MC_SpikeTrap2
1269;MC_SpikeTrap3
1272;MC_UserLevelMenu
859;AllThatMatters_fla.BL1Button_195
1179;AllThatMatters_fla.JIGButton_130
1274;MC_SpikeTrap4
402;MC_VolumeSound
398;MC_VolumeMusic
1271;AllThatMatters_fla.NewestButton_417
1276;MEM_BeatIt
180;MC_DesignImage
1281;MC_MM_New
199;MC_BackButton
1283;MC_BG_CaveSky
719;STORY_BackImage
1333;MC_Dad
1342;STORY_Logo
954;AllThatMatters_fla.PreviousButton_220
298;MC_DO_Portal
204;MC_LS_Sponsor
1344;MEM_LetsSwing
1346;MEM_HugMe
1173;AllThatMatters_fla.MailButton_124
1347;SND_Checkpoint
1348;SignOpen
1349;SND_RollOver
1350;SND_Powerup
1351;SND_ButtonPressed
1352;SND_Spike
1353;SND_Explosion1
1354;SND_BoxDrop4
1355;SND_Memory
1356;SND_PistonPlate
1357;SND_HeartCollect
1358;SND_BoxDrop2
1359;SND_Bouncer2
1360;SND_Fire1
1361;SND_BoxDrop3
1362;SND_Fire2
1363;SND_BoxDrop1
1364;SND_Bouncer1
1365;SND_MouseClick
1366;SND_LeverPull
1367;SND_KeyCollected
1368;SND_SeekerExplosion
1369;SND_DoorUnlock
1370;SND_ChainGrab
1371;SND_Default
1372;SND_Gravity
1373;SND_ElevatorStart
1374;SND_LaserShot
1375;SND_ElevatorStop
1376;MUS_HisGreatness
1377;MUS_ViewFromAbove
1378;MUS_LeapOfFaith
1379;VC_MrGreerHit3
1380;VC_SydneyVictory2
1381;VC_SydneyVictory3
1382;VC_MrGreerHit4
1383;VC_MrGreerHit5
1384;VC_SydneyVictory1
1385;VC_BillyHit2
1386;VC_BillyHit1
1387;VC_SydneyVictory4
1388;VC_SydneyVictory5
1389;VC_TobySelection4
1390;VC_TobyVictory1
1391;VC_TobySelection5
1392;VC_BillyOutro
1393;VC_TobyVictory4
1394;VC_SydneyDie1
1395;VC_TobyVictory5
1396;VC_TobySelection1
1397;VC_TobySelection2
1398;VC_TobyVictory2
1399;VC_TobySelection3
1400;VC_TobyVictory3
1401;VC_SydneyDie4
1402;VC_SydneyDie2
1403;VC_SydneyDie3
1404;VC_MrGreerHit2
1405;VC_MrGreerHit1
1406;VC_TobyDie2
1407;VC_TobyDie3
1408;VC_TobyDie1
1409;VC_MrGreerVictory1
1410;VC_WalterSelection4
1411;VC_WalterSelection3
1412;VC_WalterSelection5
1413;VC_MrGreerVictory2
1414;VC_MrGreerVictory3
1415;VC_WalterSelection2
1416;VC_MrGreerVictory4
1417;VC_MrGreerVictory5
1418;VC_WalterSelection1
1419;VC_WalterHit2
1420;VC_WalterHit3
1421;VC_WalterHit4
1422;VC_WalterHit5
1423;VC_TobyHit4
1424;VC_TobyHit3
1425;VC_TobyHit6
1426;VC_TobyHit5
1427;VC_TobyHit2
1428;VC_TobyHit1
1429;VC_WalterJump2
1430;VC_WalterJump1
1431;VC_WalterJump3
1432;VC_BillyHit3
1433;VC_WalterHit1
1434;VC_SydneyJump1
1435;VC_SydneyJump3
1436;VC_SydneyJump2
1437;VC_BillyDoubleJump2
1438;VC_BillyDoubleJump1
1439;VC_SydneyJump4
1440;VC_SydneyJump5
1441;VC_BillyDoubleJump3
1442;VC_WalterDie3
1443;VC_SydneySelection1
1444;VC_BillyDie4
1445;VC_SydneySelection4
1446;VC_BillyDie2
1447;VC_BillyDie3
1448;VC_SydneySelection5
1449;VC_SydneySelection2
1450;VC_WalterDie1
1451;VC_WalterDie2
1452;VC_BillyDie1
1453;VC_SydneySelection3
1454;VC_MrGreerJump6
1455;VC_MrGreerJump1
1456;VC_WalterIntro
1457;VC_MrGreerJump5
1458;VC_MrGreerJump4
1459;VC_MrGreerJump3
1460;VC_MrGreerJump2
1461;VC_SydneyHit3
1462;VC_SydneyHit4
1463;VC_SydneyHit1
1464;VC_SydneyHit2
1465;VC_MrGreerSelection6
1466;VC_MrGreerSelection5
1467;VC_MrGreerSelection4
1468;VC_BillySelection1
1469;VC_BillySelection3
1470;VC_BillySelection2
1471;VC_BillySelection5
1472;VC_BillySelection4
1473;VC_MrGreerSelection3
1474;VC_MrGreerSelection2
1475;VC_MrGreerSelection1
1476;VC_BillyVictory1
1477;VC_BillyVictory4
